Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
211,-0.07447647244004935,0.5284526811834444,0.6423616928816736,0.1249670953999695,0.8441382498245804,0.08121335800450502,0.38240573074524403,0.09575331529283947,-0.1258671678936263,-0.2064635825866924,-1.4793892136970288,-0.8372321533542249,-0.7775717008837004,0.37660205683919584,1.2286804098800914,-0.006568543061119536,-0.34626340558149177,-0.2120929033649419,0.485942214268199,-0.05490615175904709,-0.09993264328102353,-0.28393556134672,0.09058958488958188,-1.1055197428105812,-1.1260745830754364,-0.0027809344166823957,0.18208006662468712,0.1775852704876285,0.9914773909190623,1
530,-1.965692771889329,-2.156272520981399,2.29674698029346,0.9008812719066188,2.256825418301832,0.4763137965127229,-1.7934619985016889,0.7021250624440941,0.8342990842582474,-0.29372456324211904,0.09190133011039764,0.9334177689762848,0.32405189516644495,-0.7548853523784397,0.5082098485169688,-1.734590607418394,1.2407909055821666,-1.7311520666167894,-0.5599105072752907,0.5386424305779474,0.3423159807079859,1.010703426490671,0.2233288064389963,-0.774621704997219,-0.23472599413840453,0.7783936324194282,-0.1539752646402346,-0.19934794479575754,1.4334415357062609,1
414,-1.351728621504701,-1.5424285721451065,1.8367065201227422,0.8193699003939634,1.9492544708308652,0.48702810848178835,-1.3573459876512284,0.5853642829750543,0.6203664004404665,-0.27043935148517717,-0.556263840345081,0.3383554882758427,0.0069453801484227196,-0.45297876593169045,0.9406831187220688,-1.3354272660276942,0.9066932995414024,-1.3509895107961778,-0.1858205216801856,0.4129204897412005,0.2500144383830217,0.7019517659222955,0.25190457693248,-1.0156687991111122,-0.5852623416018633,0.6152539925484417,-0.013136678122717793,-0.04554123627544043,1.3404544077556988,1
361,-1.7573246353559155,1.7028319108285803,-1.3123686385986761,3.483814502108613,-0.4987422767869445,-1.3711211711880282,-2.1291734480224562,1.1436190206970374,-2.3337075105528444,-2.3849831164485935,2.692479169428479,-2.4138268078728284,-0.469779645209074,-3.666272156620594,0.499621727706168,-0.8884764903179515,-2.390792204836401,-0.0601442281681944,0.3215162775690763,0.09476159022476772,0.392034401309515,-0.15912851711823417,-0.3729186305621053,0.3231893906600615,0.07118586293672721,0.1649071816703054,0.2168884843447118,-0.11618245696108571,0.4184545906155388,1
474,-3.0037757349143464,-3.0594900895649038,1.0914671578562403,2.1988941053951407,1.3464223120348977,-1.0412664979523838,0.3238528578302175,-0.0614424914278689,-0.2619813224554247,-0.8150566011391207,-0.36959505251444197,-0.4539115778563991,0.669025230513554,-1.6454828554528753,1.9190187241912589,0.6444921799568732,0.5672396830251442,1.656371683860797,0.2704263804004532,2.0383666428584464,0.6360614899750964,0.41635553565043726,1.3260570752523908,-0.2920867612169448,0.261062585903491,-0.13360908547469752,-0.2555874148666285,0.02298641410593546,512.9107033566622,1
213,-0.1671202403008718,0.4848670557409037,0.5495095305123258,0.012504755549037516,0.835916507176039,0.17934241626210112,0.29270206452188163,0.13964755731372655,-0.10359530248335427,-0.13249740700855267,-1.2925049275041118,-0.6400419554256085,-0.5094559018137256,0.3331120994706272,1.2026912360607915,0.08217207515875098,-0.411306272160967,-0.16958514403318686,0.6554451881642547,-0.03769287603108433,-0.13550204040011612,-0.3567169482012457,0.0961858434148487,-1.2143861995502117,-1.2491185905909619,0.0973098963311472,0.155148721150842,0.14867627806093964,0.9913278501892527,1
476,-2.294360032515591,-1.8981382112063576,1.3196031457821429,1.5428210441856114,1.220477360512749,-1.0068066665735287,0.5215738394267815,-0.0992405379837206,-0.22532621686336612,-0.7451586731581269,-0.437101251207787,-0.47612358561938584,-0.09197101532302254,-1.0262510178815987,1.1921215115679356,0.20110172218873013,0.3804416678578884,0.8373006328713992,-0.2402055276301761,1.3159128203231205,0.4508573574560236,0.38090331964942065,0.7973142066869541,-0.05327134306208289,0.3192213210148337,-0.25461298881593786,-0.20024428299408925,-0.02144095711553204,342.0105578212298,1
436,-1.7624966758432004,1.3348796658154876,-0.2789618853767535,2.4826330897815096,0.06902017894120216,-1.2178192339824514,-1.1805154466164625,0.7767494885545557,-1.7263539188447266,-1.8995058642092553,1.7403851061826108,-1.917699424334344,-0.9519560089182713,-2.511081993230157,0.122798515167441,-0.9451053957133329,-1.7137843809196014,-0.32079170394440304,-0.2232541925667927,0.029528368664338667,0.3381595572367643,0.09062394972273075,-0.3829008825540129,0.3460875752236484,0.18217534351467968,-0.07304586051984213,0.1159446752599115,-0.13632135121450756,0.3971638325040825,1
504,-1.8892182981401042,0.55147333423773,0.4526035839042093,0.5656102351160008,0.5417485471255186,-0.5897693886507072,-0.4678814355650909,0.46914431159712544,-0.7101085772733646,-0.7769533367962644,1.6236218910241458,0.05879560648155824,0.1616319088285647,-1.2476634897830512,-0.39743595603628246,-0.3472100606116786,-1.0868619680673464,-0.4006831518160283,0.005812726065284823,0.03551944543551913,0.003424793789402081,-0.15081200705207554,-0.31527324914008603,-0.09103409002884605,-0.23536992459254527,0.22391489724181693,-0.18592483246455882,-0.320465037021023,0.7374052060938191,1
459,-2.910233856748955,-2.225964258925194,0.5966037276885563,2.600214519223057,1.0167481476068156,-1.1307587571880477,-0.19629747327178576,0.1982407176795115,-0.7265051193060823,-1.1910662722754324,0.24467400456311805,-0.940032758525196,0.444686866559987,-2.1654611517498545,1.7069917852621856,0.3372966865931879,-0.025474926955387334,1.4077563375154167,0.3076999385015664,1.7422500728555674,0.6353625480784589,0.3497077994361396,1.040348891472653,-0.181880605167958,0.23691048796437864,-0.08644728968106222,-0.15909413377362389,0.0031281011692766217,432.5718282862182,1
509,-1.5329288504717766,-1.2337394849360264,2.1505798500742124,0.722601909988517,1.8098661623000405,-0.05772604810851034,-0.8067875910755421,0.37632151697483285,0.4787668552140134,-0.4359584772005879,-0.24064662469073086,0.3247915602849021,-0.4777069045123301,-0.39491430377010306,0.26620157932856603,-1.4054858468769749,0.8391013984781274,-1.4207462068963888,-0.8731440878380962,0.2985894199514108,0.26718060586815046,0.7968507973812287,0.05548712770916886,-0.3153363245898336,0.046850812919173146,0.28768866535241855,-0.11582544787087672,-0.15131008433463805,1.2819825460094183,1
555,-0.3463075610690658,0.19771463609071116,0.778089849908733,-0.03061439530210086,0.3265892528995298,-0.6522251083368398,0.18785451580229068,-0.022434115018500844,0.01927779941953803,-0.16844997862692163,0.544993964147438,0.7340038245580429,0.3928475226612258,-0.23315278943561946,0.1394314570697447,0.18579607299062834,-0.2561192653667271,-0.4328878348681028,-0.16683004185349593,-0.03269009846223317,-0.22940893624573416,-0.48413411843078924,-0.0808728390656509,0.03230955345714459,-0.07661230131639452,0.17251340042727956,-0.19507042191592266,-0.19095645162804512,1.1347526864354982,1
504,-0.4183217004800335,0.39039182637920555,1.4066502598976434,0.3011386358007498,0.6575666781587142,-0.9398290833198641,0.6960008410942866,-0.1691160552987467,-0.10560220189384961,-0.5074310233729351,-0.37834878869180516,-0.25779408637775314,-1.063807957897494,0.07128237274238447,0.0355776186303855,-0.38637498221876587,-0.01822563552489707,-0.6726381498062293,-0.9622609216408996,-0.107904259614988,-0.016020867366298666,0.024364796572321545,-0.16803106073056798,0.37552899716851545,0.3514710422193356,-0.3259937160510697,-0.08526386377472074,-0.08921819224897494,1.0676327593494424,1
289,-0.6377556030987716,-0.49369963070871237,1.1429766873692553,0.466494527944931,1.385025443072344,0.36902938465931456,-0.5289353356446945,0.3620050217479267,0.2479485280446494,-0.2064061197655174,-1.1056527922647352,-0.28619789003739016,-0.32389700805831995,-0.021011397311720137,1.216175382707084,-0.6140144285451767,0.2506383767381063,-0.7309483124173679,0.29667536234159314,0.18406433673477982,0.060266553736879086,0.15897515199286938,0.20136177872521244,-1.190150489362562,-0.987937985034154,0.3448178685464981,0.10954019995075863,0.09257804024900693,1.1648927007819128,1
538,-0.25278501205321247,-0.8721230759249345,0.5813816735868672,1.2518212343865862,0.2453890425448051,-1.0665475995424876,0.1754999748357535,-0.16025530611158392,-0.0857737365626299,-0.48006380827473727,-0.17810398787655943,0.01668795942897372,0.46382728330370804,-0.7967699607956038,1.4038880465503691,0.5418979668538159,0.20139171243389709,0.40313283038363923,-0.02834745842488462,0.6904239169937083,0.046253629414078845,-0.3795318921984583,0.5660385071199323,0.11945209837400861,0.24172646961083208,0.010195402319126079,-0.10316486116842688,0.03263678277050619,186.60969894973243,1
61,1.2246727880772716,0.30993692275216983,0.23726093980753732,0.5756358420314086,-0.16453618448184992,-0.5964790777308873,0.0073698900997810485,-0.0647460205732735,-0.1042025182275013,-0.22715705677131187,0.7351363023136723,0.6278684404361233,0.34445939281156657,-0.2169933841899634,0.8752800202991058,0.472783195167343,-0.05833041512884347,-0.2416228213250116,-0.17221275227392605,-0.07463767856701878,-0.2579458988378879,-0.7396380951708402,0.1152326680231952,0.01365950607961891,0.1925529366240907,0.10966219503002536,-0.016462124015508235,0.0231381325759752,2.69,1
423,-2.5046919718096015,0.6073393129733198,-0.899715261303381,3.5480662538337855,-0.026889607251785907,-1.331348008955489,-1.7839201664415507,1.007562572592156,-2.112372734807253,-2.2633695606910478,2.2502230937117664,-2.2691323061046305,-0.26053285776301915,-3.605722575397359,0.8136796153862211,-0.6650467311171536,-1.9274164834798366,0.4416705392574045,0.3817923256571803,0.6467988716591189,0.5552519315373733,0.08878265105894245,0.019345281584688623,0.15860684307646328,0.10643927628259447,0.0927804238600411,0.12589330274963473,-0.09615654467695271,139.22091051609112,1
475,-0.8361804799800836,1.295719183925767,-0.8173328711614802,2.630467734392768,-0.4542158975949943,-1.2780850712821332,-1.4492894973568908,0.7293045121469411,-1.6187789027270485,-1.7442918290495797,1.8573859250160762,-1.5776666711839322,-0.20493670522666685,-2.6448865087781943,0.6754996937886678,-0.4729801732122489,-1.6658004458550142,-0.13907679323580166,0.16308536999368647,0.04393257038364172,0.18477023205487147,-0.3598706282003368,-0.2200785930864648,0.32967871366425333,0.11753740781875092,0.1433367278629894,0.14399644294039193,-0.0712421110902981,0.5333692892876208,1
280,-0.7585891660326833,1.2543832271931568,-0.7769480271157292,2.558532040839387,-0.4565439345805908,-1.2713664909210276,-1.3944532134189953,0.6971895303863869,-1.548289505859912,-1.6879242578238347,1.775362675925498,-1.5389588167747215,-0.24400350579500762,-2.5450039855199886,0.6974200006905129,-0.43442923865172356,-1.6001875902593914,-0.13811652913785333,0.14974043718022373,0.03689854265988726,0.16669790215536268,-0.3824513147970957,-0.20680685890346812,0.3285730614867027,0.11918168843809761,0.14163052234554416,0.13723376627550188,-0.06741859931944776,1.1716065206140949,1
447,-2.766538868765703,-1.2220444720017165,0.06641548541991416,2.936065262815574,0.6469577012619182,-1.2018332163073624,-0.7588372066240712,0.4850063972187452,-1.2175573083681295,-1.5710137299007418,0.9552969092925107,-1.4109704116027144,0.19480752345020985,-2.675786609241671,1.3904659557912904,-0.017862005300050554,-0.6993867453375954,1.0654447481903455,0.3339529719793995,1.354100653429502,0.6069770852971641,0.2572546214710658,0.6785783644267283,-0.06123624856531801,0.19068083847311107,-0.022941829209560227,-0.0581150048910144,-0.03205126382758143,328.62928087176795,1
148,0.4721620649805399,0.48329198847947263,0.4014749764973409,0.3100589368456181,0.41989447456934853,-0.19453537481751682,0.22561075298586047,0.02397790291630862,-0.06966466441965277,-0.18985959951910075,-1.119999421285077,-0.5259792942497399,-0.36170472081558397,0.1751963967878579,1.3575199571653567,0.23163204259504794,-0.2690753450903428,-0.17469966908577617,0.44869273716912944,-0.05601268674162924,-0.18235627582695538,-0.5340362972907289,0.14327444374276008,-0.7891623394069794,-0.8474692592800962,0.08192206669478348,0.1456655986859836,0.1629248842490053,1.5636596175822608,1
516,-2.0318432294940845,-2.049168422976056,2.0580113579966723,1.4268461401055008,2.1625380712759297,0.3914687832473742,-2.153053639424387,0.8488907195292871,0.5846047083819403,-0.5738567223548703,0.27005745455775276,0.524006302991062,0.21700463200574194,-1.1911244593746142,0.660157496029318,-1.9056993607476345,1.068074596651463,-1.7240322551814695,-0.5198066949948368,0.5713256062095871,0.43196348751742286,1.0719156235264158,0.22126265815855195,-0.7389592861380376,-0.19284478557734516,0.7924600215284907,-0.0859092861498561,-0.16827196167120712,1.3494710957175184,1
292,-0.9123210584225014,1.3234113801851723,-0.8593634677964963,2.7009575660511986,-0.4630393792727592,-1.2867213834258258,-1.5075461549555753,0.7659068759419461,-1.6691861795910439,-1.7952201141691444,1.916531241996017,-1.6736242171674078,-0.2787564451214856,-2.717596912390376,0.6669735974623123,-0.5043191598341007,-1.7218826208898803,-0.1261145228506663,0.17618129746900868,0.04580520120443547,0.20138316917901045,-0.34807600986853043,-0.2323758687060457,0.3277443716788357,0.11179385721774752,0.14521341791341003,0.1494947412009793,-0.07492465106762143,1.055676452030289,1
439,-1.49376331070974,-1.751058149758303,1.9747141179552192,0.8895693933185189,2.0614997413553313,0.5105022617518037,-1.5221464023147895,0.6297984036373353,0.6944535933686278,-0.2831778443016174,-0.44697079000991413,0.46260142291737005,0.07276172694779265,-0.5389124768240716,0.8858778850721086,-1.478942000504814,1.0372060145314572,-1.4743378119724326,-0.2818061558190664,0.45844813816340846,0.2877620578703811,0.8099691736070534,0.2619593415382213,-0.980958169986547,-0.5051557992103315,0.6690533796852154,-0.03754148306718709,-0.07301808485184007,1.3753798907130261,1
347,-0.9671697470399396,-0.9775640591445531,1.4630509942291425,0.6293047963115842,1.6453504376790131,0.42347184619786904,-0.9111489189699473,0.46505891584709175,0.4197753498726833,-0.2359498863602453,-0.8521747383021215,0.001959660960771381,-0.17125235723677762,-0.2203132718589791,1.0890682708646005,-0.9468611694739215,0.5533301664868967,-1.0170240257940952,0.07406055128747935,0.2896543965616861,0.14781277099437634,0.4094946700230908,0.22468130505831002,-1.1096478160879943,-0.8021507788686257,0.46959216951065336,0.05293932326472495,0.02885232223846143,1.2458936740970405,1
543,-0.9241973895050775,-1.5506137978998074,1.7535214164555026,0.991589663525941,1.530492844026949,0.04530766676326603,-1.3819443725049867,0.45844531205695743,0.6468433435978999,-0.31455198120672667,-0.05472122732611013,0.7051181728445078,0.32118669502986386,-0.6693538895152384,0.8193488710690549,-1.1766083052730063,1.0017257634853347,-1.3852604707798502,-0.48315876180709966,0.3914129299307961,0.18813313019178016,0.5293942058276797,0.24161996784416598,-0.4606097639753685,-0.07382256137780824,0.6077645205702562,-0.0907834124547553,-0.10432839742508866,1.430626818931008,1
493,-1.788883577167303,-2.3123652638255856,2.3145957308613037,1.0941746460171053,2.3027383659001,0.549396435289016,-1.9754854551195544,0.7417160482434029,0.8782957191857634,-0.31791181859438034,0.05372170796527875,0.916495310897782,0.319639956362858,-0.7990058365324835,0.6866920291780523,-1.8282442975310282,1.3956308542284115,-1.7996793148959636,-0.5925698062490536,0.575147161109926,0.3794692651414865,1.073780242946714,0.2848036961355256,-0.8228062467865864,-0.19369432446690327,0.8122740635507484,-0.11695420470919583,-0.15874116798076926,1.5789067297257493,1
573,1.233170079410023,0.3431891575611966,0.3231985491021385,0.6940243025743349,-0.3365463408432237,-1.0549611240449164,0.07766268921118151,-0.2027762598907066,0.02157007321796089,-0.28633347698606276,-0.050165001205500145,0.30262677783723585,0.3484070046691109,-0.31622686482455714,1.077954467356038,0.4557306742768394,-0.0027727876974062253,-0.32457493520125325,-0.20027081139327157,-0.06854496836351644,-0.2815120320554362,-0.8054681609677429,0.12894529457354237,0.3340846616750423,0.21780168060304314,0.10016717441263123,-0.022960742682615387,0.029422072731354665,1.2915822162581558,1
509,-1.8678431689135475,0.48070339503551673,0.556821948832633,0.3921721100285259,0.5955105686183064,-0.5474860669790556,-0.36330674687340775,0.42252859307388824,-0.6060152072267666,-0.6761274120238379,1.5438628169602888,0.20830252453346843,0.1998766659887896,-1.0939681741619418,-0.43721212728469566,-0.3071116494832823,-0.998776236185139,-0.4200801064632755,-0.014962836664012269,0.030901339545254907,-0.022538537942019543,-0.1566616361878845,-0.30769670548733097,-0.1118141657075501,-0.24951306621858824,0.2262431289363899,-0.20851582364513618,-0.3294186243109178,0.7746672022874718,1
561,0.16300000607932108,0.25074793667370826,0.6284857146743872,0.19839639107621732,0.10928587968183084,-0.7840764761955867,0.15814032294003974,-0.08208507567024834,0.017746461761659487,-0.20577816961692397,0.356036667713429,0.5955795511840372,0.37883520248674113,-0.25825443008254695,0.43836389164141765,0.2774030086821848,-0.1793065226673032,-0.39466416100726703,-0.17642598925063013,-0.045736544338256455,-0.24764948941424614,-0.5909864949564227,-0.01465888384929076,0.13099993194182447,0.01792314223841418,0.1477081614056487,-0.14017742910543157,-0.12049902176361005,1.1840465222945233,1
445,-1.6032842199537378,1.1561519340962372,0.10648939684691028,2.043780717670595,0.24024552144539868,-1.157368102163541,-0.7875389787922892,0.5986602477220924,-1.424067869093937,-1.646735782871574,1.317063402007766,-1.6332329041093123,-1.0552731472111607,-1.9960888758602982,0.04549167102182883,-0.8884437317425559,-1.3904905140392516,-0.4088271037815806,-0.4086714244682462,0.0013245932507369024,0.28629658922740187,0.12702138589171277,-0.35906225043658946,0.3535856418628687,0.22204324824482627,-0.14570722439959877,0.07389183767793353,-0.13430718593152818,0.5121901991912621,1
17,1.201264020671587,0.27870242405021417,0.18677007510228727,0.48469787492347094,-0.004352731748150318,-0.22973744557147935,-0.0541007520668403,0.0421464679015951,-0.2120758036181854,-0.18422631110436355,1.3611574730969542,0.93986015463644,0.4476339107050063,-0.16476178102681782,0.7042765445831083,0.4664586040215451,-0.0986158107254046,-0.20006246892240462,-0.15335935600378645,-0.07067539498838309,-0.23499725508507624,-0.6676148078755288,0.10528537978191627,-0.23851079933673286,0.1744465358033661,0.12124138627103163,-0.011127028945030835,0.017136107511975432,2.69,1
350,-1.6197194045771819,1.6410448946471212,-1.2385986774129312,3.356329586904045,-0.4929282121060135,-1.357377025494774,-2.027944092957172,1.0821102078757039,-2.225493044246987,-2.2889427253203825,2.5661193568296765,-2.2932879709998786,-0.4386723312879447,-3.5117844367104367,0.5268742663789853,-0.8259181064725089,-2.281863130236376,-0.07088720946688531,0.2978490955324393,0.0867892509434547,0.3609876607847287,-0.18989781094693525,-0.3500318408402582,0.32393114990391686,0.07779870171875952,0.16170013618476542,0.20591370053138036,-0.1094637991277098,0.522223454666324,1
154,0.1357373648969301,0.5351782688429408,0.4360063442943905,0.13350704314176712,0.7804868482550886,0.23290089061419877,0.27544170320260297,0.136469621421748,-0.13041731342572724,-0.14397247781312184,-1.4712020073791132,-0.7985332120902809,-0.5898904556379458,0.37852893644791635,1.4430307805264109,0.1246438496730271,-0.38688211155280183,-0.11717071137172712,0.7259580104965861,-0.04532015468192719,-0.1341575995751829,-0.39622081609523274,0.1482442923270956,-1.3069713922334476,-1.3024684490079006,0.07822179819613069,0.21835198340963452,0.21818062358482884,1.084610931906858,1
425,-2.263082273635424,1.2506874277149524,-0.9669651149351548,3.5472623797458,-0.05162172923934216,-1.107892357335088,-2.4700231084558437,1.29652368353756,-2.1820942924726645,-2.38694422893504,2.688130286285304,-2.299779899015931,-0.45285863772696905,-3.746228244929025,0.4371244102938194,-1.2748244006474885,-2.1468097340131407,-0.3160541704363089,0.2527643971516801,0.20480553837707277,0.5022868421253915,0.15897424879915567,-0.3448891883840646,0.1345540562556813,0.002915129722312837,0.28556754020199904,0.20031495940495608,-0.1476570715143542,0.23652894705272764,1
531,-1.8323242393241688,-2.3477952409785554,2.355604565696193,1.1168474593117257,2.3164082886023665,0.5084571511917886,-1.9963544727910436,0.736781326582673,0.9100472036207659,-0.32643033837756374,-0.056639134837737595,0.8745437565217546,0.3097285200087022,-0.8179999301823868,0.7104908814657419,-1.8637285463513458,1.424561519598853,-1.8317476955816872,-0.6022382171908773,0.5850285856992024,0.3858265634476446,1.0912940089750722,0.2890494844035786,-0.7951301253571134,-0.19657948991077157,0.8214336268233806,-0.1193328312876383,-0.16062960474146412,1.4891565496463524,1
473,-3.019734946173827,-3.0987479048221123,1.0902613830631114,2.234914108594726,1.3517933623273353,-1.0507204556726923,0.32454372651555896,-0.06399146192931826,-0.26558194308501487,-0.8245000994819641,-0.3876474512660835,-0.4736692216458738,0.672025769055847,-1.6641636238884332,1.9517744755176385,0.6534370352088311,0.580274271622634,1.6840437543601396,0.275611061435525,2.064041178417521,0.6463495952228857,0.4240298139305332,1.346087383159139,-0.29277561662933665,0.2685818560226846,-0.13832587714095124,-0.2544579290443842,0.028114651306668487,519.3679698058254,1
426,-2.5338428919601226,0.4036774737062081,-0.7921577512465947,3.4799333401785106,0.04812854004143863,-1.3169293718714308,-1.6697996179199888,0.9493873812129515,-2.0127546245725743,-2.186290894593662,2.1060614089958567,-2.1735947643057707,-0.20984067371059556,-3.5021945618534485,0.8778921485440163,-0.5929968787635694,-1.7907022536944388,0.5111141430118806,0.3764664608280571,0.7255414422314423,0.5610103951455094,0.1075383171148519,0.09273645475460368,0.13413212718488,0.11581773018568811,0.07989728413951999,0.10540800563357089,-0.08901982491823034,160.30738640816298,1
573,1.2494959487016086,0.3638828469400362,0.3093381181803505,0.6869406544373949,-0.3542831865330818,-1.065352438792839,0.09475161233459584,-0.20933731165118907,0.01447968887354921,-0.285409674570101,-0.047062263358633505,0.30028173689203497,0.34894299196738243,-0.3118032726193857,1.0760706492669092,0.4728263056542063,-0.015443390313138461,-0.3131223398353544,-0.19689683748675227,-0.07356827397327034,-0.2865617072706133,-0.8189325948046223,0.1265940609878493,0.3415341998692084,0.21959376816566,0.09479162670015545,-0.023075273524035045,0.02980644513513664,1.2892041050828345,1
201,-0.14094023918249587,0.236054347743488,0.6602474659086106,0.22094756459920617,0.9924088559864137,0.2869204289898049,0.047511013080977715,0.2065813435557421,-0.011197008317984314,-0.1618488430906013,-1.487942969964926,-0.7207909431818917,-0.5541124045208392,0.27957142571993554,1.4078756092694515,-0.11202209529431917,-0.20587490432298772,-0.2994950422315852,0.6324182574212742,0.024815667654514817,-0.07176877803698883,-0.21885302511340243,0.16619176804224017,-1.311562898801424,-1.2681382743653855,0.15663593743920223,0.19490443116535466,0.1886878047097869,1.0427287658832494,1
477,-0.7985639015880623,1.2789942734494582,-0.7971357980440514,2.595619002676332,-0.45248365298140053,-1.2743016076829445,-1.42155966048378,0.7124246570716256,-1.5894381131258621,-1.7180940679258607,1.823118003984433,-1.5439697745510663,-0.1949904079616407,-2.602980316261563,0.6827825960981224,-0.4559623371129728,-1.6361297606221152,-0.14219240698751812,0.15661556284884356,0.04181790195024064,0.17629753703958562,-0.36814859775325415,-0.21383146740576,0.3299203216548444,0.11939825515304568,0.14245742776797873,0.14101094803858366,-0.06940635284622707,0.5469620410306987,1
194,-0.07618897007464875,0.5098717356374854,0.5126184075470495,0.05122495045757547,0.8310150272322513,0.20660396526602826,0.29406875651561915,0.1395906252289431,-0.11094747487797749,-0.13632165169750843,-1.4287196286496662,-0.7414459884862252,-0.5638833778171679,0.36190791783582116,1.311501243583893,0.0906664355644878,-0.4081357193749351,-0.14830310850137363,0.7015075249612445,-0.04004605652436431,-0.13295350846274018,-0.3662460758925826,0.11690497449552023,-1.2709142150312323,-1.3020109295598292,0.08903459551018364,0.1840968693981676,0.17947385021117412,0.9908260438691446,1
472,-3.038012859378069,-3.1537994555019186,1.0957698251555896,2.282556081521172,1.3656468234189725,-1.0560293640747314,0.31266473940878914,-0.06325610226325015,-0.26443508830286644,-0.8358837970840053,-0.4126802664441379,-0.4956727636984065,0.6745463948363501,-1.6875425292753894,1.9936901800858444,0.6526933026013003,0.6045042755642914,1.706030114209381,0.27853431003925067,2.09448715045173,0.6604279308471119,0.43950477178334646,1.3702516509291545,-0.296788654781681,0.2771526930294274,-0.14002789175787447,-0.25209392128123975,0.034668054277319,526.2042466252632,1
537,-1.718374380301403,0.061352679079807626,1.2008716342159378,-0.6357257229041106,0.9217642462295602,-0.3069775103750625,0.28429043602858184,0.1332208792342775,0.019335544435828078,-0.07908237623632913,1.0231497428238194,1.074030846184744,0.3831672725226585,-0.1557457068567268,-0.6678904996214501,-0.0791752276316281,-0.4549630833482535,-0.5434818431295886,-0.16688716095679168,-4.882896097094247e-05,-0.17341447316563735,-0.1802322977607289,-0.261781843977007,-0.22194690769008563,-0.31693508824361366,0.22301476647000296,-0.3391284436890756,-0.3771356194123201,1.0,1
349,-0.9827229851165697,-1.0004096436183612,1.4781632533363085,0.636991858059846,1.6576416422094964,0.42604233863531016,-0.9291950744460193,0.4699245895867548,0.42788812680408117,-0.23734479075029558,-0.8402068110197233,0.015564975355084276,-0.16404526355541005,-0.22972327917337598,1.0830669281533658,-0.9625764770887024,0.5676217127255578,-1.0305310465457138,0.0635498272660876,0.29463981497561675,0.15194625216013163,0.42132291048705384,0.22578233290293614,-1.1058468947666922,-0.7933788645406226,0.4754833689155191,0.050266921588490054,0.0258435222763104,1.2497181225780198,1
85,1.237440333535437,0.3269727570243911,0.26479952819941477,0.6252349776374025,-0.25190300217797135,-0.7965062888543505,0.04089703847985135,-0.12304702728958014,-0.045366567958170956,-0.2505722258554638,0.39369355920673077,0.4577027788021799,0.2881862313716834,-0.24548140135811036,0.9685482651353565,0.47623273625418705,-0.036358065595635855,-0.2642905542885503,-0.1824957197513744,-0.07679877636561912,-0.27046248492033614,-0.7789208381983977,0.12065809058410966,0.15119753966360022,0.20242847990050522,0.10334670442873749,-0.01937197687770599,0.026411740558728462,2.69,1
229,-0.29804808719195064,0.005284356599888351,0.8129008552022279,0.298596843986235,1.1165659404285169,0.3128857317249158,-0.1347785293101873,0.25573094999706614,0.0707525457744097,-0.17593918400996472,-1.3670514044139248,-0.583359647174513,-0.48131142422956735,0.1845181646797467,1.3472542753784693,-0.27076705553990865,-0.06151177792955642,-0.4359334451448924,0.5262463320713127,0.07517485039063188,-0.030015264875301373,-0.0993724773409208,0.17731357524505137,-1.2731686707763084,-1.1795305788999229,0.21614468128616804,0.1679097131329091,0.15829502831071945,1.0813606486917902,1
564,0.4141322914488439,0.27689789955501093,0.5547180528418931,0.31131833818073074,0.002136690754175441,-0.8490905020520246,0.14348867893799075,-0.1114981121912555,0.016991381039319842,-0.22418416732183943,0.2628645242944535,0.5273245195188556,0.3719259275893537,-0.2706316904823532,0.5857632045661898,0.32257307997079154,-0.1414312565925951,-0.3758166134916531,-0.1811576138240108,-0.05216956041759726,-0.25664364559625724,-0.6436738753232434,0.01799027153228444,0.1796627476773305,0.06453721891759234,0.13547705241286895,-0.11311047855440037,-0.0857574696555432,1.2083526085426006,1
335,-0.4623877698103297,0.46925853976502846,1.141681622361921,0.15119059258635564,0.899692363527819,-0.3651410184831239,0.6080831163875391,-0.018920395102826892,-0.13325187850500161,-0.3738375006157655,-1.0244047648393964,-0.6507410495239683,-1.1028812596023547,0.29085855839350566,0.5420121296491186,-0.29812595403945935,-0.1977473551202662,-0.47115719609531614,-0.2779369612990661,-0.08370704580157622,-0.02436634927893422,-0.027037206656367663,-0.06780652132301515,-0.42800018148602237,-0.43660875671452215,-0.20776425307786225,0.05187152100384987,0.039731942728169906,0.9953503673204491,1
527,-1.9662417129104013,-2.4028693654199946,2.4439120089854605,1.1094113602830231,2.4141412869818266,0.5464046842943451,-2.014510436370758,0.7581033765653025,0.9235732042311557,-0.33650904809616183,-0.07047493240640884,0.8632751946236438,0.24996203615476986,-0.8124618525969192,0.6591919303274437,-1.948047133539986,1.454173620145631,-1.878225582053407,-0.6425651080488062,0.5972403799145193,0.41105476531435786,1.1661398540163261,0.28004748381960254,-0.8173376907715743,-0.19978425407442807,0.8189351040197782,-0.1239763227457395,-0.16961048825160874,1.483997033252117,1
